Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Multiple situations in Thailand,THA001,Thailand,Extreme humanitarian conditions - Level 5,0,x,Medium,2,https://data2.unhcr.org/en/situations/thailand; https://www.citypopulation.de/php/thailand-admin.php,"Due to lack of information regarding the humanitarian needs caused by the conflict in Southern Thailand, the PIN (level 3-5) only represents PIN relating to the Myanmar refugees in the country. All Myanmar refugees in Thai camps are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. The local population is not considered to be affected as they generally do not host any refugees.",THA001Extreme humanitarian conditions - Level 5,2022-05-02,Change in the data/methodology
Conflict in southern Thailand ,THA002,Thailand,Total population,63878267,"City Population (based on Thailand Census 2010, accessed at 27/04/2022)",Low,3,https://www.ilo.org/surveydata/index.php/catalog/1127,Total population in country (the census include all thai and non thai residing in the country at least 3 months prior to the census),THA002Total population,2022-05-02,Change in the data/methodology
Conflict in southern Thailand ,THA002,Thailand,Fatalities reported,19,ACLED 27/04/2022,Medium,2,https://acleddata.com/data-export-tool/,Number of fatalities reported in the affected areas.,THA002Fatalities reported,2022-05-02,Change in the data/methodology
Conflict in southern Thailand ,THA002,Thailand,Fatalities in all crises,19,ACLED 27/04/2022,Medium,2,https://acleddata.com/data-export-tool/,Number of fatalities reported in the affected areas.,THA002Fatalities in all crises,2022-05-02,Change in the data/methodology
Conflict in southern Thailand ,THA002,Thailand,Minimal humanitarian conditions - Level 1,3457560,"City Population (based on Thailand Census 2010, accessed at 27/04/2022)",Medium,2,https://www.ilo.org/surveydata/index.php/catalog/1128,"There is limited information available regarding humanitarian needs in Thailand's southern provinces. Protection is a concern given the possibility of attacks and violence related to the insurgency. It can also be assumed that movement can become restricted and at times access to school, market places, or other public spaces is disrupted. However, this cannot be quantified. So, all the exposed population are considered to be under level 1 severity.",THA002Minimal humanitarian conditions - Level 1,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Total population,63878267,"City Population (based on Thailand Census 2010, accessed at 27/04/2022)",Low,3,https://www.ilo.org/surveydata/index.php/catalog/1127,Total population in country (the census include all thai and non thai residing in the country at least 3 months prior to the census),THA003Total population,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Landmass affected,12012,"City Population (based on Thailand Census 2010, accessed at 27/04/2022)",Medium,2,https://citypopulation.de/en,"The total landmass of the affected areas. For details, please see the ""Estimates"" sheet.",THA003Landmass affected,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,People exposed,342963,"City Population (based on Thailand Census 2010, accessed at 27/04/2022); UNHCR 10/04/2022",Medium,2,https://data2.unhcr.org/en/situations/thailand; https://citypopulation.de/en (for various districts),"People living in the affected provinces (i.e., provinces where refugee camps are located) are considered. See sheet 'Estimates"" for details. The census does not cover refugees (https://catalog.ihsn.org/index.php/catalog/4405); so the number of refugees in the camps are added to the exposed population.",THA003People exposed,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,People affected,91349,UNHCR 10/04/2022,Medium,2,https://data2.unhcr.org/en/situations/thailand,"Only the displaced community is considered to be affected, therefore this is the same number of the estimated refugees from Myanmar in 9 settlements near the Thai - Myanmar border according to UNHCR. Local population is not considered to be affected as they generally do not host any refugees.

At the end of June 2021, there were 553,969 people registered by the Royal Thai Government as stateless. It is unclear if there are Rohingyas among these sateless people. https://www.unhcr.org/th/en/statelessness",THA003People affected,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,People displaced,91349,UNHCR 10/04/2022,Medium,2,https://data2.unhcr.org/en/situations/thailand,Estimated number of refugees from Myanmar in 9 settlements near the Thai - Myanmar border according to UNHCR,THA003People displaced,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Fatalities in all crises,19,ACLED 27/04/2022,Medium,2,https://acleddata.com/data-export-tool/,Number of fatalities reported in the affected areas.,THA003Fatalities in all crises,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,People in Need,91349,UNHCR 10/04/2022,Medium,2,https://data2.unhcr.org/en/situations/thailand,The total number of people affected and in need are the same and include the refugee population according to UNHCR. Local population is not considered to be affected as they generally do not host any refugees.,THA003People in Need,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Minimal humanitarian conditions - Level 1,251614,"UNHCR 10/04/2022; City Population (based on Thailand Census 2010, accessed at 27/04/2022)",Medium,2,https://data2.unhcr.org/en/situations/thailand; https://citypopulation.de/en (for various districts),This group of people comprise the people who are exposed excluding the refugees. They are considered to be minimally affected by the refugee crisis.,THA003Minimal humanitarian conditions - Level 1,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Stressed humanitarian conditions - Level 2,0,x,Medium,2,,"The total number of people affected and in need are the same and include the entire verified refugee population according to UNHCR. All Myanmar refugees in Thai camps are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. The local population is not considered to be affected as they generally do not host any refugees.",THA003Stressed humanitarian conditions - Level 2,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Moderate humanitarian conditions - Level 3,91349,UNHCR 27/04/2022,Medium,2,https://data2.unhcr.org/en/situations/thailand,"The total number of people affected and in need are the same and include the entire verified refugee population according to UNHCR. All Myanmar refugees in Thai camps are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. The local population is not considered to be affected as they generally do not host any refugees.",THA003Moderate humanitarian conditions - Level 3,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Severe humanitarian conditions - Level 4,0,x,Medium,2,,"The total number of people affected and in need are the same and include the entire verified refugee population according to UNHCR. All Myanmar refugees in Thai camps are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. The local population is not considered to be affected as they generally do not host any refugees.",THA003Severe humanitarian conditions - Level 4,2022-05-02,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Extreme humanitarian conditions - Level 5,0,x,Medium,2,,"The total number of people affected and in need are the same and include the entire verified refugee population according to UNHCR. All Myanmar refugees in Thai camps are placed on Level 3 and are considered to be experiencing moderate humanitarian conditions and needs. Refugees are reliant on shelter, food distributions, face mobility restrictions and (mental) health problems. Conditions in camps are not life-threatening. Potential urban Myanmar refugees not included in the figure (it remains unclear whether and how many non-camp-based Myanmar refugees there are). Many camps are isolated in the mountains. The local population is not considered to be affected as they generally do not host any refugees.",THA003Extreme humanitarian conditions - Level 5,2022-05-02,Change in the data/methodology
Rohingya refugee crisis,BGD002,Bangladesh,Total population,164343535,"WDI, 2020; Knoema, 2020; UNHCR, 2021",High,1,,"WDI population: 164.689,383
Net migration: -2.1 per 1000 people
Adjusted population after considering net migration: 164,343,535",BGD002Total population,2022-05-02,Change in the data/methodology
Rohingya refugee crisis,BGD002,Bangladesh,Landmass affected,730.46,"Bangladesh Buereau of Statistics, 2013 (census data, 2011)",High,1,,"Teknaf - 388.66
Ukhia  - 261.8
Bhasan Char - 80
Total area - 730.46",BGD002Landmass affected,2022-05-02,Change in the data/methodology
Rohingya refugee crisis,BGD002,Bangladesh,Injuries reported,0,x,Low,3,x,No data available,BGD002Injuries reported,2022-05-02,
Rohingya refugee crisis,BGD002,Bangladesh,Minimal humanitarian conditions - Level 1,4338,JRP 2022; UNHCR (n.d.; last updated figure: 28 Feb 2022),Medium,2,https://reliefweb.int/report/bangladesh/2022-joint-response-plan-rohingya-humanitarian-crisis-january-december-2021; https://data2.unhcr.org/en/situations/myanmar_refugees,total exposed - total affected,BGD002Minimal humanitarian conditions - Level 1,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,Total population,270213174,Statistics Indonesia 2022; UNHCR 20/04/2022,Medium,2,"Census Population:
https://unstats.un.org/unsd/demographic-social/meetings/2021/egm-covid19-census-20210209/docs/s03-04-IDN.pdf; 

https://setkab.go.id/en/statistics-indonesia-releases-2020-census-results/

Refugees and asylum-seekers:
https://reliefweb.int/report/indonesia/unhcr-indonesia-monthly-statistical-report-february-2022

Unregistered births:
https://www.cgdev.org/blog/labor-pains-birth-and-civil-registration-indonesia
https://www.thenewhumanitarian.org/fr/node/246685","Total population as per 2010 Census: 270,200,000
Refugees and asylum-seekers: 13,174
Total estimated population: 270,213,174

A significant portion of Indonesian children are reported to be not registered. It is unclear if the estimated population comprises these children or not. So, the estimated population might be lower than the actual one.",IDN002Total population,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,Landmass affected,421991,Statistics Indonesia 2022,High,1,https://www.bps.go.id/publication/download.html?nrbvfeve=MGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1&xzmn=aHR0cHM6Ly93d3cuYnBzLmdvLmlkL3B1YmxpY2F0aW9uLzIwMjIvMDIvMjUvMGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1L3N0YXRpc3Rpay1pbmRvbmVzaWEtMjAyMi5odG1s&twoadfnoarfeauf=MjAyMi0wNC0yNiAxODoyNDoyNw%3D%3D,"The Free Papua Movement has led an insurgency movement calling for the independence of Papua and West Papua provinces since the early 1960s when Indonesia annexed the Dutch-controlled territory. While certain areas are more affected by violence than others, the recurrence of violence, protests, and reports of severe restrictions in different parts of the Papuan provinces indicates that the entire population is affected to a certain degree. Areas affected: Papua (319,036 km2) + West Papua (102,955 km2)",IDN002Landmass affected,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,People exposed,5437800,Statistics Indonesia 2022,Medium,2,https://www.bps.go.id/publication/download.html?nrbvfeve=MGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1&xzmn=aHR0cHM6Ly93d3cuYnBzLmdvLmlkL3B1YmxpY2F0aW9uLzIwMjIvMDIvMjUvMGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1L3N0YXRpc3Rpay1pbmRvbmVzaWEtMjAyMi5odG1s&twoadfnoarfeauf=MjAyMi0wNC0yNiAxODoyNDoyNw%3D%3D,"The Free Papua Movement has led an insurgency movement calling for the independence of Papua and West Papua provinces since the early 1960s when Indonesia annexed the Dutch-controlled territory. While certain areas are more affected by violence than others, the recurrence of violence, protests, and reports of severe restrictions in different parts of the Papuan provinces indicates that the entire population is affected to a certain degree. Population of areas affected: Papua (4,303,700) + West Papua (1,134,100)",IDN002People exposed,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,People affected,5437800,Statistics Indonesia 2022,Medium,2,https://www.bps.go.id/publication/download.html?nrbvfeve=MGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1&xzmn=aHR0cHM6Ly93d3cuYnBzLmdvLmlkL3B1YmxpY2F0aW9uLzIwMjIvMDIvMjUvMGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1L3N0YXRpc3Rpay1pbmRvbmVzaWEtMjAyMi5odG1s&twoadfnoarfeauf=MjAyMi0wNC0yNiAxODoyNDoyNw%3D%3D,"The insurgency has long been the excuse for military involvement in Papua and West Papua. Clashes between armed separatist groups and the military have led to a violent crackdown against both separatists and civilians. Indonesian rule in Papua and West Papua province is marked by human rights violations against the ethnic Melanesian population. There have been reports of security force abuses including extrajudicial killings, torture, arbitrary detention, and mistreatment of peaceful protesters. It is therefore considered that all people living in the affected area are affected by the crisis.   ",IDN002People affected,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,People in Need,100000,UN 01/03/2022,Low,3,https://news.un.org/en/story/2022/03/1113062,"This is the same number as the number of displaced people. Humanitarian response in west Papua is insufficient and there is lack of access and information, therefore all IDPs are considered in need.",IDN002People in Need,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,Minimal humanitarian conditions - Level 1,5337800,Statistics Indonesia 2022; UN 01/03/2022,Medium,2,"https://www.bps.go.id/publication/download.html?nrbvfeve=MGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1&xzmn=aHR0cHM6Ly93d3cuYnBzLmdvLmlkL3B1YmxpY2F0aW9uLzIwMjIvMDIvMjUvMGEyYWZlYTRmYWI3MmE1ZDA1MmNiMzE1L3N0YXRpc3Rpay1pbmRvbmVzaWEtMjAyMi5odG1s&twoadfnoarfeauf=MjAyMi0wNC0yNiAxODoyNDoyNw%3D%3D; 

https://news.un.org/en/story/2022/03/1113062",This is the number of people exposed minus people in need.,IDN002Minimal humanitarian conditions - Level 1,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,Stressed humanitarian conditions - Level 2,0,x,Low,3,x,"Although the number of IDPs cannot be verified, it is assumed that they are in need of protection, shelter, food, NFI and health assistance. According to local reports, conditions in the IDP camps are poor. Food and water are lacking and as many as 170 IDPs have died in 2019 as a result of malnutrition and starvation. Displacement is often protracted as IDPs are afraid to return home even after raids or clashes end. Access is also highly restricted and there is no government response. Due to limited information available it is difficult to determine an estimate for PIN, so it is not included in the GCSI model. ",IDN002Stressed humanitarian conditions - Level 2,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,Moderate humanitarian conditions - Level 3,100000,UN 01/03/2022,Low,3,https://news.un.org/en/story/2022/03/1113062,"This is the same number as the number of displaced people. Humanitarian response in west Papua is insufficient and there is lack of access and information including on severity of needs. All IDPs are considered in at least moderate (level 3) need, however some may well be in level 4 and 5 because there are reports of IDPs dying because their health needs have not been met.",IDN002Moderate humanitarian conditions - Level 3,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,Severe humanitarian conditions - Level 4,0,x,Low,3,x,"Although the number of IDPs cannot be verified, it is assumed that they are in need of protection, shelter, food, NFI and health assistance. According to local reports, conditions in the IDP camps are poor. Food and water are lacking and as many as 170 IDPs have died in 2019 as a result of malnutrition and starvation. Displacement is often protracted as IDPs are afraid to return home even after raids or clashes end. Access is also highly restricted and there is no government response. Due to limited information available it is difficult to determine an estimate for PIN, so it is not included in the GCSI model. ",IDN002Severe humanitarian conditions - Level 4,2022-05-02,Change in the data/methodology
Papua Conflict,IDN002,Indonesia,Extreme humanitarian conditions - Level 5,0,x,Low,3,x,"Although the number of IDPs cannot be verified, it is assumed that they are in need of protection, shelter, food, NFI and health assistance. According to local reports, conditions in the IDP camps are poor. Food and water are lacking and as many as 170 IDPs have died in 2019 as a result of malnutrition and starvation. Displacement is often protracted as IDPs are afraid to return home even after raids or clashes end. Access is also highly restricted and there is no government response. Due to limited information available it is difficult to determine an estimate for PIN, so it is not included in the GCSI model. ",IDN002Extreme humanitarian conditions - Level 5,2022-05-02,Change in the data/methodology
Nagorno-Karabakh conflict in Azerbaijan,AZE002,Azerbaijan,Total population,10040375,State Statistical Committee of the Republic of Azerbaijan; UNHCR 17/02/2021,Medium,2,"https://www.stat.gov.az/source/demoqraphy/ap/?lang=en;   https://data2.unhcr.org/en/country/arm?secret=unhcrrestricted
https://data2.unhcr.org/en/country/arm?secret=unhcrrestricted",Population within the international recognized borders of Azerbaijan minus displacements from Nagorno-Karabakh to Armenia,AZE002Total population,2022-05-02,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Total population,11400000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,Total population of the country according to the HNO (March 2022),HTI001Total population,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Landmass affected,27560,"World Bank, 2020",High,1,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=HT,Total # of square kilometers of the entire country.,HTI001Landmass affected,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,People exposed,11400000,"HNO, 03/2022",Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,The whole country is exposed to the crisis,HTI001People exposed,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,People affected,7500000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,,HTI001People affected,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,People displaced,85000,"HNO, 03/2022",Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"84,800 people on the move (internally displaced persons (IDPs), returnees, repatriated, expelled)",HTI001People displaced,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Illness cases reported,x,X,x,x,X,,HTI001Illness cases reported,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Injuries reported,12763,WFP 28/02/2022,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Haiti%20External%20Situation%20Report%20%238.pdf,The number of injuries because of the earthquake as at 28/02/2022,HTI001Injuries reported,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Fatalities reported,242,ACLED 22/04/2022 ,Medium,2,https://acleddata.com/dashboard/#/dashboard,Total number of fatalities in the country in the last 6 months because of violence according to Accled updated from 01/10/2021 till 22/04/2022 is (242),HTI001Fatalities reported,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Fatalities in all crises,2490,ACLED 22/04/2022 ; WFP 28/02/2022,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Haiti%20External%20Situation%20Report%20%238.pdf,"Total number of fatalities in the country in the last 6 months because of violence according to Accled updated till 22/04/2022 is (242), plus the number of fatalities because of the earthquake (2248) since 14/08/2021.",HTI001Fatalities in all crises,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Buildings damaged,75150,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"The housing sector was most affected, with more than 115,000 homes, including approximately 39,850 have been destroyed or severely damaged.  

Also: IOM source: damaging more than 130,000 buildings, including schools and hospitals. https://reliefweb.int/sites/reliefweb.int/files/resources/annual-report_2021_final.pdf ",HTI001Buildings damaged,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Buildings destroyed,39850,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"The housing sector was most affected, with more than 115,000 homes, including approximately 39,850 have been destroyed or severely damaged.",HTI001Buildings destroyed,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,People in Need,4900000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"The humanitarian needs overview analysis in Haiti has revealed that more than 4.9 million Haitians, will require humanitarian assistance in 2022.",HTI001People in Need,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Minimal humanitarian conditions - Level 1,3900000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"(Number of people exposed - number of affected) Number of people exposed = number of population. Number of people affected by the different crisis (political instability, economic crisis, violence) in the country according to USAID Fact Sheet no.1",HTI001Minimal humanitarian conditions - Level 1,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Stressed humanitarian conditions - Level 2,2600000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"(Number of peaople affected - number of PiN) Number of people affected by the different crisis (political instability, economic crisis, violence) in the country according to USAID Fact Sheet no.1
PiN based HNO 2022.",HTI001Stressed humanitarian conditions - Level 2,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Moderate humanitarian conditions - Level 3,2700000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,The humanitarian needs overview analysis in Haiti has revealed that  2.7 million Haitians are facing moderate needs (Reduced access/availability of social/basic goods and services. Inability to meet some basic needs without adopting crisis/emergency).,HTI001Moderate humanitarian conditions - Level 3,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Severe humanitarian conditions - Level 4,1400000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,The humanitarian needs overview analysis in Haiti has revealed that 1.4 million Haitians are facing severe needs (Extreme loss/liquidation of livelihood assets that will lead to large gaps/needs in the short term. Widespread grave violations of human rights.).,HTI001Severe humanitarian conditions - Level 4,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Extreme humanitarian conditions - Level 5,800000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"The humanitarian needs overview analysis in Haiti has revealed that  800.000 Haitians are facing catastrophic needs (Total collapse of Living Standards  Near/Full exhaustion of coping options. Last resort Coping Mechanisms/exhausted. Widespread mortality (CDR, U5DR) and/or irreversible harm.).",HTI001Extreme humanitarian conditions - Level 5,2022-05-05,Change in the data/methodology
Complex crisis in Haiti,HTI001,Haiti,Crisis affected groups,3,"HNO, 03/2022",High,1,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"Non-host, host, IDPs",HTI001Crisis affected groups,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Total population,11400000,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,Total population of the country according to the HNO (March 2022),HTI002Total population,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Landmass affected,12851,OCHA 16/08/2021 ; OCHA 05/12/2018,High,1,https://reliefweb.int/report/haiti/haiti-earthquake-flash-update-no-2-16-august-2021 ; https://data.humdata.org/dataset/hti-polbndl-adm1-cnigs-zip,"Total # of square kilometers of the area affected by the earthquake in the southern and western parts of the country, particularly the Sud, Grand'Anse and Nippes departments, as well as southeast and part of west.",HTI002Landmass affected,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,People exposed,6429103,OCHA 17/08/2021,Low,3,https://data.humdata.org/dataset/haiti-subnational-population-statistics,"This is the population number in the areas exposed to the earthquake; Nippes (346,498), South 675,117), Grand'Anse (383,493), West (4,461,006), and South-East (562,989).",HTI002People exposed,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,People affected,800000,HNO2022,Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,This is the number of affected people because of the earthquake ,HTI002People affected,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,People displaced,38777,"IOM, 28/03/2022",Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/annual-report_2021_final.pdf,"An estimated 38,777 persons were displaced because of the earthquake",HTI002People displaced,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Injuries reported,12763,WFP 28/02/2022,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Haiti%20External%20Situation%20Report%20%238.pdf,The number of injuries because of the earthquake as at 28/02/2022,HTI002Injuries reported,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Fatalities reported,2248,WFP 28/02/2022,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Haiti%20External%20Situation%20Report%20%238.pdf,This is the number of fatalities because of the earthquake as at 28/02/2022,HTI002Fatalities reported,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Fatalities in all crises,2490,ACLED 22/04/2022 ; WFP 28/02/2022,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Haiti%20External%20Situation%20Report%20%238.pdf,"Total number of fatalities in the country in the last 6 months because of violence according to Accled updated till 22/04/2022 is (242), plus the number of fatalities because of the earthquake (2248) since 14/08/2021.",HTI002Fatalities in all crises,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Buildings damaged,75150,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"The housing sector was most affected, with more than 115,000 homes, including approximately 39,850 have been destroyed or severely damaged.  

Also: IOM source: damaging more than 130,000 buildings, including schools and hospitals. https://reliefweb.int/sites/reliefweb.int/files/resources/annual-report_2021_final.pdf ",HTI002Buildings damaged,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Buildings destroyed,39850,"HNO, 03/2022",Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"The housing sector was most affected, with more than 115,000 homes, including approximately 39,850 have been destroyed or severely damaged.",HTI002Buildings destroyed,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,People in Need,650000,"HNO, 03/2022",Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"This is the number of people in need in Nippes, South, and Grand'Anse (the areas most affceted by the earthquake) according to HNO 2022",HTI002People in Need,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Minimal humanitarian conditions - Level 1,5629103,OCHA 17/08/2021,Medium,2,https://data.humdata.org/dataset/haiti-subnational-population-statistics,This is the number of people exposed minus people affected + PIN,HTI002Minimal humanitarian conditions - Level 1,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Stressed humanitarian conditions - Level 2,150000,"HNO, 03/2022",Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,This is the number of people affected minus PIN,HTI002Stressed humanitarian conditions - Level 2,2022-05-05,Change in the data/methodology
Nippes Earthquake ,HTI002,Haiti,Moderate humanitarian conditions - Level 3,650000,"HNO, 03/2022",Low,3,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/hti_hpc_2022-hno_fr_final.pdf,"This is the number of people in need in Nippes, South, and Grand'Anse (the areas most affceted by the earthquake) according to HNO 2022",HTI002Moderate humanitarian conditions - Level 3,2022-05-05,Change in the data/methodology
